Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-12-29 00:00:00-05:00,38.36523187,48.14684358,38.32717307,43.8459816,10518552,0,0
1999-12-30 00:00:00-05:00,46.28186994,48.71775664,45.2161683,48.26102829,6671116,0,0
1999-12-31 00:00:00-05:00,48.41325619,48.6796807,46.4340953,47.08112717,1931197,0,0
2000-01-03 00:00:00-05:00,47.95653984,48.07072273,41.02948426,43.8459816,4674353,0,0
2000-01-04 00:00:00-05:00,41.48619733,41.94292874,39.43091896,40.49662018,4765083,0,0
2000-01-05 00:00:00-05:00,40.34438457,40.49662949,36.72861721,37.98461914,5758642,0,0
2000-01-06 00:00:00-05:00,37.52788381,37.75624953,35.39648129,36.53830338,2534434,0,0
2000-01-07 00:00:00-05:00,35.96739758,40.15407915,35.92933878,39.58316803,2819626,0,0
2000-01-10 00:00:00-05:00,42.01906104,42.39966849,41.14366326,41.98099899,2148446,0,0
2000-01-11 00:00:00-05:00,41.98098715,41.98098715,40.45855779,41.41007614,1855985,0,0
2000-01-12 00:00:00-05:00,41.41008968,41.41008968,39.012262,40.57275391,1429874,0,0
2000-01-13 00:00:00-05:00,41.6384374,42.51383484,40.19212901,41.18170929,1134337,0,0
2000-01-14 00:00:00-05:00,40.80110747,42.24741281,40.80110747,41.63844299,1316916,0,0
2000-01-18 00:00:00-05:00,41.79069317,44.37882434,41.48620658,43.54148865,2101753,0,0
2000-01-19 00:00:00-05:00,43.84597524,43.84597524,42.51384924,42.62802887,2624885,0,0
2000-01-20 00:00:00-05:00,43.08475659,43.16088067,41.10559863,41.48620605,2007947,0,0
2000-01-21 00:00:00-05:00,42.09518325,42.24742494,40.45857052,41.86681747,1918336,0,0
2000-01-24 00:00:00-05:00,41.71456528,43.73178496,41.41007874,41.71456528,2095882,0,0
2000-01-25 00:00:00-05:00,41.86681192,42.39966424,40.45856515,41.21977997,1153769,0,0
2000-01-26 00:00:00-05:00,41.37202128,42.17129482,41.33395924,41.60038376,1022357,0,0
2000-01-27 00:00:00-05:00,42.5518998,42.93250715,40.95334955,41.67650223,868577,0,0
2000-01-28 00:00:00-05:00,42.32355233,42.32355233,41.06754696,41.44815445,1609238,0,0
2000-01-31 00:00:00-05:00,41.14365578,41.18171781,39.43092257,40.30632019,1040392,0,0
2000-02-01 00:00:00-05:00,40.34437836,43.84596879,40.34437836,43.2369957,1404291,0,0
2000-02-02 00:00:00-05:00,43.76984172,46.58633804,43.57953805,46.58633804,1945177,0,0
2000-02-03 00:00:00-05:00,45.78708026,47.34757233,44.9497444,47.34757233,1779514,0,0
2000-02-04 00:00:00-05:00,47.34755695,47.34755695,45.67288253,46.43409729,1145661,0,0
2000-02-07 00:00:00-05:00,47.30950544,48.71775242,46.43410762,48.41326904,1274277,0,0
2000-02-08 00:00:00-05:00,49.17447036,50.049868,47.65204082,48.10877228,1169707,0,0
2000-02-09 00:00:00-05:00,47.27143414,47.91846931,46.09155318,46.12961197,1182848,0,0
2000-02-10 00:00:00-05:00,46.89083798,47.99459831,45.86319525,46.70053101,1066814,0,0
2000-02-11 00:00:00-05:00,46.58634288,46.77664657,45.55870033,45.90124893,751705,0,0
2000-02-14 00:00:00-05:00,45.8251261,46.85276535,45.55869835,46.54827881,837682,0,0
2000-02-15 00:00:00-05:00,46.62441,50.54466743,46.62441,49.85957336,2017594,0,0
2000-02-16 00:00:00-05:00,48.7177254,49.85954716,48.33711814,49.3266983,1801742,0,0
2000-02-17 00:00:00-05:00,49.32672525,59.07027435,47.271443,59.07027435,944908,0,0
2000-02-18 00:00:00-05:00,53.89400611,58.3851741,53.62758158,57.09111023,4060072,0,0
2000-02-22 00:00:00-05:00,58.46128987,59.29862873,54.80746413,55.72092056,2227993,0,0
2000-02-23 00:00:00-05:00,55.79704053,61.2016683,55.79704053,60.28821182,1690042,0,0
2000-02-24 00:00:00-05:00,61.73450428,70.2981691,61.20165532,65.00772858,2956351,0,0
2000-02-25 00:00:00-05:00,62.9524663,69.38473044,62.87634222,65.84507751,2048210,0,0
2000-02-28 00:00:00-05:00,65.84507226,66.49210742,59.83147807,61.50614929,1675363,0,0
2000-02-29 00:00:00-05:00,61.77257526,65.08386207,61.69645119,63.25694275,958049,0,0
2000-03-01 00:00:00-05:00,63.63755464,68.05260187,63.48531298,66.45404816,1037875,0,0
2000-03-02 00:00:00-05:00,66.94883434,66.98688988,62.41960799,64.12282562,1188300,0,0
2000-03-03 00:00:00-05:00,63.903984,68.05260355,63.903984,65.76895905,1215841,0,0
2000-03-06 00:00:00-05:00,68.81382728,98.65345133,68.50933741,96.82653809,5693495,0,0
2000-03-07 00:00:00-05:00,94.99959526,98.04445425,79.77530032,86.47399139,7710809,0,0
2000-03-08 00:00:00-05:00,88.90986619,92.56369781,85.25603456,92.56369781,3953963,0,0
2000-03-09 00:00:00-05:00,89.51884425,93.78164914,88.30089814,93.17267609,2514583,0,0
2000-03-10 00:00:00-05:00,93.17268247,94.31450459,85.2560452,86.47399139,2479353,0,0
2000-03-13 00:00:00-05:00,79.20438335,84.60901025,78.86183804,79.92753601,2626702,0,0
2000-03-14 00:00:00-05:00,80.99324651,82.8201593,72.39151856,73.91394806,3522960,0,0
2000-03-15 00:00:00-05:00,78.02451608,78.02451608,68.96606191,69.5750351,3046242,0,0
2000-03-16 00:00:00-05:00,70.64071284,74.90351739,68.20482731,71.89672089,2769578,0,0
2000-03-17 00:00:00-05:00,72.65795097,77.33941936,71.93479171,73.76171112,1563803,0,0
2000-03-20 00:00:00-05:00,73.34303191,73.990067,68.81380578,69.2705307,1420648,0,0
2000-03-21 00:00:00-05:00,67.44362588,70.03175354,64.39876674,70.03175354,2528283,0,0
2000-03-22 00:00:00-05:00,69.15635427,73.64751857,66.41597864,72.73406219,1967965,0,0
2000-03-23 00:00:00-05:00,72.61987789,75.36024684,71.24969017,72.88629913,1951888,0,0
2000-03-24 00:00:00-05:00,72.31539203,73.68557983,70.79296259,73.07660675,1230520,0,0
2000-03-27 00:00:00-05:00,71.97285929,72.77213618,68.92799987,69.5750351,846769,0,0
2000-03-28 00:00:00-05:00,69.42279286,74.25650324,69.11830302,72.54376984,1392548,0,0
2000-03-29 00:00:00-05:00,72.46763084,73.68557034,66.98688036,68.20482635,1250371,0,0
2000-03-30 00:00:00-05:00,65.88313585,68.50932562,60.36432854,63.9420433,2034230,0,0
2000-03-31 00:00:00-05:00,64.55100472,64.55100472,54.80746125,63.33306503,3732940,0,0
2000-04-03 00:00:00-04:00,62.72408452,62.87632615,55.87315267,59.67922592,2030875,0,0
2000-04-04 00:00:00-04:00,59.67922573,62.34347699,49.9356802,56.9388504,3519884,0,0
2000-04-05 00:00:00-04:00,56.48214524,60.82106895,54.88359133,59.0322113,2109163,0,0
2000-04-06 00:00:00-04:00,59.90760356,63.9420433,59.10832672,63.9420433,1375073,0,0
2000-04-07 00:00:00-04:00,65.46444853,76.12145283,65.19802731,74.29454041,2975224,0,0
2000-04-10 00:00:00-04:00,74.2945343,74.2945343,64.17037974,65.23608398,2956071,0,0
2000-04-11 00:00:00-04:00,61.50614942,63.86591785,60.63075501,61.46809387,1896107,0,0
2000-04-12 00:00:00-04:00,59.67923122,60.44044594,50.54465462,52.37157059,4351555,0,0
2000-04-13 00:00:00-04:00,53.58952207,59.07026762,52.9805489,54.80746841,3736574,0,0
2000-04-14 00:00:00-04:00,53.43726386,54.46490292,49.32670435,50.35434341,2862685,0,0
2000-04-17 00:00:00-04:00,48.75581446,50.31630313,44.49301149,48.41326904,2757555,0,0
2000-04-18 00:00:00-04:00,47.4997999,53.58951817,45.7490046,52.98054504,3758243,0,0
2000-04-19 00:00:00-04:00,52.9805371,54.76939417,51.15362449,53.13278198,2423992,0,0
2000-04-20 00:00:00-04:00,53.51339653,55.87316167,53.20890997,54.76940155,1453081,0,0
2000-04-24 00:00:00-04:00,53.05667331,56.25377435,51.80066816,55.79704285,1698570,0,0
2000-04-25 00:00:00-04:00,57.62396202,58.19487315,54.80746841,54.80746841,1123293,0,0
2000-04-26 00:00:00-04:00,57.92844593,57.96650797,55.79704306,55.94929123,976503,0,0
2000-04-27 00:00:00-04:00,54.27461338,56.78662028,54.19849255,55.26419067,2281256,0,0
2000-04-28 00:00:00-04:00,54.80747374,54.84552929,52.94249525,53.97013474,1779374,0,0
2000-05-01 00:00:00-04:00,53.97012375,58.61353637,53.97012375,58.08068085,1895688,0,0
2000-05-02 00:00:00-04:00,59.83147734,63.40918548,59.33669033,61.36342239,4259426,0,0
2000-05-03 00:00:00-04:00,59.3747528,59.67923612,54.57909839,55.72092056,2327390,0,0
2000-05-04 00:00:00-04:00,55.72090852,55.72090852,53.74174793,54.95969391,1188300,0,0
2000-05-05 00:00:00-04:00,54.92165027,56.90081153,54.57910488,55.68286514,1263373,0,0
2000-05-08 00:00:00-04:00,55.94928944,55.94928944,51.49618013,51.61036301,1078277,0,0
2000-05-09 00:00:00-04:00,52.06708311,52.67605617,47.84234021,48.83192062,1718561,0,0
2000-05-10 00:00:00-04:00,48.10878576,48.52745206,46.1296242,46.89084244,1601409,0,0
2000-05-11 00:00:00-04:00,47.19531989,48.33714222,46.28186332,46.62440872,1681934,0,0
2000-05-12 00:00:00-04:00,51.15363512,59.6792399,50.08793372,55.15001297,13565912,0,0
2000-05-15 00:00:00-04:00,54.80747608,55.41644284,51.8387339,53.70371246,4442844,0,0
2000-05-16 00:00:00-04:00,54.88358209,59.03220137,53.58951826,53.89400482,5770804,0,0
2000-05-17 00:00:00-04:00,50.6968944,51.00138093,46.77664135,47.49979401,12450728,0,0
2000-05-18 00:00:00-04:00,47.49979763,48.07070869,43.2369957,43.2369957,6153437,0,0
2000-05-19 00:00:00-04:00,44.26464568,45.48258892,40.26826728,40.57275391,5261093,0,0
2000-05-22 00:00:00-04:00,40.80111609,41.41008603,36.50025145,37.98461914,7820692,0,0
2000-05-23 00:00:00-04:00,37.71819737,38.51747434,34.44497191,35.32036972,5214680,0,0
2000-05-24 00:00:00-04:00,35.16813296,36.50025926,32.88448788,35.92934799,7957276,0,0
2000-05-25 00:00:00-04:00,36.08158472,41.86681747,35.47261473,41.86681747,7678096,0,0
2000-05-26 00:00:00-04:00,40.80111436,41.71457086,39.16450182,39.58316803,4956329,0,0
2000-05-30 00:00:00-04:00,40.30632099,46.54828084,40.23020016,45.90124893,5338822,0,0
2000-05-31 00:00:00-04:00,45.0639103,47.61397897,44.30269558,44.83554459,4408313,0,0
2000-06-01 00:00:00-04:00,45.33033845,46.47216062,44.30269914,44.4549408,3948232,0,0
2000-06-02 00:00:00-04:00,44.75942661,49.93568835,44.75942661,49.78344345,17086356,0,0
2000-06-05 00:00:00-04:00,49.32671526,51.00138646,46.58634273,48.10877228,10643114,0,0
2000-06-06 00:00:00-04:00,45.78706445,45.97736814,42.05711154,43.2369957,12180774,0,0
2000-06-07 00:00:00-04:00,42.6280181,43.9982058,39.88764595,40.8011055,11422359,0,0
2000-06-08 00:00:00-04:00,40.80111653,42.51384999,40.68693365,42.09518051,9571267,0,0
2000-06-09 00:00:00-04:00,42.47579078,44.34076604,42.47579078,43.16088486,9270138,0,0
2000-06-12 00:00:00-04:00,44.22656669,44.22656669,39.73540291,40.19213104,5674901,0,0
2000-06-13 00:00:00-04:00,39.27868584,43.69373005,39.27868584,42.05711746,7718358,0,0
2000-06-14 00:00:00-04:00,43.08475205,43.54148351,40.80111099,41.2578392,5610873,0,0
2000-06-15 00:00:00-04:00,41.37201398,41.37201398,39.46897743,40.15406799,6797775,0,0
2000-06-16 00:00:00-04:00,40.3063254,40.53468791,37.75625628,38.13686371,6487699,0,0
2000-06-19 00:00:00-04:00,37.83236843,42.01904919,37.83236843,41.41007614,6811475,0,0
2000-06-20 00:00:00-04:00,41.98098937,46.20573239,41.63844405,44.83554459,11718176,0,0
2000-06-21 00:00:00-04:00,44.68331409,48.67969239,44.64525205,47.80429459,8977676,0,0
2000-06-22 00:00:00-04:00,48.56550122,48.60356001,45.29227636,46.12961197,6733747,0,0
2000-06-23 00:00:00-04:00,45.02586289,47.1953249,44.98780409,45.74901581,3969481,0,0
2000-06-26 00:00:00-04:00,45.67289496,46.47217198,45.10198373,45.74901581,3824369,0,0
2000-06-27 00:00:00-04:00,45.59676716,46.77665149,45.1400389,45.9393158,4110120,0,0
2000-06-28 00:00:00-04:00,47.95653749,48.83193531,47.34756749,48.41326904,9895184,0,0
2000-06-29 00:00:00-04:00,48.64162017,48.6796822,45.67288198,46.20573425,8660750,0,0
2000-06-30 00:00:00-04:00,46.70053278,48.41326964,44.85458849,44.91167831,8280214,0,0
2000-07-03 00:00:00-04:00,45.06391132,45.17809093,43.69372349,44.87360764,3195688,0,0
2000-07-05 00:00:00-04:00,43.92208397,44.26462926,42.39965467,42.78026199,5399915,0,0
2000-07-06 00:00:00-04:00,42.62802962,42.89445743,41.60039019,42.09518051,4201409,0,0
2000-07-07 00:00:00-04:00,42.62802814,42.89445594,40.64887019,41.10559845,5992247,0,0
2000-07-10 00:00:00-04:00,41.25783709,42.78026655,41.18171626,41.71456528,5362728,0,0
2000-07-11 00:00:00-04:00,41.41009084,41.75263951,40.26826841,40.99142456,4176665,0,0
2000-07-12 00:00:00-04:00,42.28547894,43.00863167,41.44814333,42.01905441,3792494,0,0
2000-07-13 00:00:00-04:00,42.01905275,44.15045209,41.86680785,43.2369957,5840564,0,0
2000-07-14 00:00:00-04:00,43.5414821,47.65203912,43.5414821,46.92888641,7603582,0,0
2000-07-17 00:00:00-04:00,46.81469927,49.28864696,46.43409193,47.65203476,6166159,0,0
2000-07-18 00:00:00-04:00,47.49980752,47.49980752,45.06392112,46.66247177,3661502,0,0
2000-07-19 00:00:00-04:00,46.28186266,46.31992471,44.30270463,45.1019783,3539037,0,0
2000-07-20 00:00:00-04:00,44.98779603,46.47216366,32.88447952,32.88447952,3551619,0,0
2000-07-21 00:00:00-04:00,31.36204385,31.36204385,28.16494346,29.26870346,36442085,0,0
2000-07-24 00:00:00-04:00,30.44859249,30.56277211,29.07840452,30.14410591,13987130,0,0
2000-07-25 00:00:00-04:00,29.87767748,30.14410525,27.25148773,27.25148773,9135790,0,0
2000-07-26 00:00:00-04:00,27.97464085,28.393307,26.07160244,26.18578529,11385312,0,0
2000-07-27 00:00:00-04:00,26.94699621,27.36566392,24.58723157,24.81559563,9849609,0,0
2000-07-28 00:00:00-04:00,25.42457324,25.50069407,24.0543853,25.12008667,9616982,0,0
2000-07-31 00:00:00-04:00,25.00589928,25.69099145,24.43498832,24.81559563,8053179,0,0
2000-08-01 00:00:00-04:00,24.77753035,25.08201681,24.05437624,24.66334915,5931015,0,0
2000-08-02 00:00:00-04:00,24.43499374,25.08202566,24.05438473,24.43499374,6748845,0,0
2000-08-03 00:00:00-04:00,23.82601842,24.9678421,23.4834731,24.9678421,8592108,0,0
2000-08-04 00:00:00-04:00,24.6633684,25.23427973,24.1305175,24.39694214,5152469,0,0
2000-08-07 00:00:00-04:00,24.73948501,25.12009085,23.71184389,24.20663261,5560825,0,0
2000-08-08 00:00:00-04:00,24.16857226,24.16857226,23.25511403,23.63572311,5116121,0,0
2000-08-09 00:00:00-04:00,23.59765575,24.28274968,23.4454141,23.94020271,4680504,0,0
2000-08-10 00:00:00-04:00,23.78795741,24.2446872,23.55959333,23.749897,3123691,0,0
2000-08-11 00:00:00-04:00,24.20663053,24.85366413,23.71184185,24.73948288,3431251,0,0
2000-08-14 00:00:00-04:00,25.57681446,26.52833456,25.27232952,26.49027252,5536080,0,0
2000-08-15 00:00:00-04:00,26.64251865,26.94700525,25.88130379,25.88130379,4487440,0,0
2000-08-16 00:00:00-04:00,26.0335443,26.49027252,25.34845035,26.49027252,3141306,0,0
2000-08-17 00:00:00-04:00,26.26190982,28.77391842,26.26190982,28.31719017,9532403,0,0
2000-08-18 00:00:00-04:00,35.16811549,35.39647794,33.53150335,34.33078003,17783678,0,0
2000-08-21 00:00:00-04:00,35.47259685,36.84278107,34.90168594,36.84278107,8576171,0,0
2000-08-22 00:00:00-04:00,36.76666026,36.84278107,35.9673837,36.84278107,4971568,0,0
2000-08-23 00:00:00-04:00,36.4621738,36.88084309,36.11962855,36.84278107,3263631,0,0
2000-08-24 00:00:00-04:00,36.76667385,36.95697755,36.00545903,36.38606644,3031004,0,0
2000-08-25 00:00:00-04:00,36.34801568,36.57638149,35.35843805,35.62486267,2444123,0,0
2000-08-28 00:00:00-04:00,35.51067739,35.85322609,34.86364528,35.70098114,3708894,0,0
2000-08-29 00:00:00-04:00,35.70097471,38.97419994,35.62485387,38.36522675,6009023,0,0
2000-08-30 00:00:00-04:00,38.5555217,38.93612905,37.07115434,37.37564087,3459770,0,0
2000-08-31 00:00:00-04:00,37.5278775,37.83236399,36.38605561,37.1472702,3479902,0,0
2000-09-01 00:00:00-04:00,36.95695908,38.17490153,36.61441388,37.68011475,3138230,0,0
2000-09-05 00:00:00-04:00,37.56594613,38.06073311,37.29951838,37.64206696,2044994,0,0
2000-09-06 00:00:00-04:00,37.56594585,37.984612,36.42412377,36.53830338,2235402,0,0
2000-09-07 00:00:00-04:00,36.53828984,37.83235633,36.08156183,37.68011475,2123003,0,0
2000-09-08 00:00:00-04:00,36.8808502,37.18533673,36.00545267,36.08157349,2015776,0,0
2000-09-11 00:00:00-04:00,35.92933076,35.92933076,34.10241492,34.55914307,2978858,0,0
2000-09-12 00:00:00-04:00,33.98824047,35.24424562,33.49345016,33.49345016,2830251,0,0
2000-09-13 00:00:00-04:00,34.5591516,34.5591516,32.61805569,33.49345016,3523240,0,0
2000-09-14 00:00:00-04:00,33.87406359,34.86364437,33.83600479,33.95018768,3569094,0,0
2000-09-15 00:00:00-04:00,33.91212585,35.81516333,33.87406381,34.71140289,3772783,0,0
2000-09-18 00:00:00-04:00,34.78751661,35.13006198,31.97102302,32.88447952,4730692,0,0
2000-09-19 00:00:00-04:00,32.61804975,32.88447425,31.66653136,32.80835342,3198065,0,0
2000-09-20 00:00:00-04:00,32.61805358,32.80835728,31.51429017,31.97102165,1968104,0,0
2000-09-21 00:00:00-04:00,32.04714079,32.04714079,28.62167437,29.23064423,2929789,0,0
2000-09-22 00:00:00-04:00,29.26871436,30.44859886,29.15453146,30.44859886,3445231,0,0
2000-09-25 00:00:00-04:00,30.60083221,31.62847149,29.3448272,29.42094803,2388483,0,0
2000-09-26 00:00:00-04:00,29.53512765,30.02991784,27.47984931,27.5179081,3050156,0,0
2000-09-27 00:00:00-04:00,28.1268839,28.46942924,27.02312218,28.01270103,3916777,0,0
2000-09-28 00:00:00-04:00,28.05076128,29.49706987,28.05076128,29.20209885,4224616,0,0
2000-09-29 00:00:00-04:00,29.4209539,30.2963517,29.11647053,29.80156136,3677439,0,0
2000-10-02 00:00:00-04:00,29.91574187,31.28592991,29.91574187,30.7911396,3008216,0,0
2000-10-03 00:00:00-04:00,31.05755976,33.79793221,30.6388936,32.35162354,5556071,0,0
2000-10-04 00:00:00-04:00,32.19938091,35.70096799,31.97101844,35.24423981,5531187,0,0
2000-10-05 00:00:00-04:00,35.28230577,35.28230577,33.26508588,33.56957245,3998839,0,0
2000-10-06 00:00:00-04:00,33.98823756,34.06436164,31.17174416,31.78071404,2791806,0,0
2000-10-09 00:00:00-04:00,31.74265182,31.74265182,30.52470894,30.86725426,2161588,0,0
2000-10-10 00:00:00-04:00,31.43817621,32.23745323,29.45901795,30.18217087,3090419,0,0
2000-10-11 00:00:00-04:00,29.2306474,29.42095111,27.2895515,27.89852142,5527832,0,0
2000-10-12 00:00:00-04:00,28.50749279,28.69779649,26.37609169,27.25148773,4176665,0,0
2000-10-13 00:00:00-04:00,26.49027212,27.44179059,26.07160432,27.02312279,5075439,0,0
2000-10-16 00:00:00-04:00,27.32760494,29.64931106,27.13730289,28.27912331,4157233,0,0
2000-10-17 00:00:00-04:00,28.35524715,28.39330918,25.9574232,26.376091,2883235,0,0
2000-10-18 00:00:00-04:00,24.70141803,25.84324019,23.90214285,24.89172173,5637854,0,0
2000-10-19 00:00:00-04:00,25.88129856,27.36566758,25.76711733,26.64251328,4599839,0,0
2000-10-20 00:00:00-04:00,26.64251406,29.0403395,26.60445365,28.35524559,4653662,0,0
2000-10-23 00:00:00-04:00,28.35524722,31.59041327,27.70821531,31.09562302,5035177,0,0
2000-10-24 00:00:00-04:00,31.09561936,31.20980221,28.92615815,29.26870346,3616067,0,0
2000-10-25 00:00:00-04:00,27.32760886,27.59403664,25.72905842,25.95742416,5268503,0,0
2000-10-26 00:00:00-04:00,25.95742227,27.1373048,25.57681327,26.79475784,6379074,0,0
2000-10-27 00:00:00-04:00,27.93658111,28.77391672,27.36567003,27.86046028,4527143,0,0
2000-10-30 00:00:00-05:00,27.28955892,28.01271192,26.64252515,27.70822525,2719529,0,0
2000-10-31 00:00:00-05:00,27.78434106,29.00228752,27.78434106,28.20301056,3913002,0,0
2000-11-01 00:00:00-05:00,28.01270181,28.81197863,27.74627729,28.50749207,3398119,0,0
2000-11-02 00:00:00-05:00,28.69779102,29.64930933,28.54554939,29.30676079,3432789,0,0
2000-11-03 00:00:00-05:00,29.00228232,29.04034111,27.89851895,28.50749207,2376740,0,0
2000-11-06 00:00:00-05:00,28.5836171,28.5836171,27.9365851,28.2410717,2365835,0,0
2000-11-07 00:00:00-05:00,27.78433866,28.20300812,27.74627986,27.97464561,2191505,0,0
2000-11-08 00:00:00-05:00,27.97464288,28.77391644,26.75669827,27.02312279,2386386,0,0
2000-11-09 00:00:00-05:00,27.17536947,27.17536947,25.31039272,26.52833748,3967384,0,0
2000-11-10 00:00:00-05:00,25.57680922,26.03353897,23.94019875,24.01632118,4960104,0,0
2000-11-13 00:00:00-05:00,23.86408189,24.81560033,23.17898796,23.94020271,5977289,0,0
2000-11-14 00:00:00-05:00,24.58723784,26.2238487,24.51111539,25.95742416,3953125,0,0
2000-11-15 00:00:00-05:00,26.03354663,26.87088231,25.72906004,26.41415405,2409872,0,0
2000-11-16 00:00:00-05:00,26.14772488,26.60445472,25.1200856,25.34844971,2773912,0,0
2000-11-17 00:00:00-05:00,26.7947634,28.92616643,26.68058051,28.85004234,7868084,0,0
2000-11-20 00:00:00-05:00,28.54555932,28.58361811,26.68058083,27.17537117,4141016,0,0
2000-11-21 00:00:00-05:00,29.61126137,30.75308389,28.20301425,29.61126137,10100690,0,0
2000-11-22 00:00:00-05:00,29.61125161,29.83961733,27.7082147,29.23064423,3668492,0,0
2000-11-24 00:00:00-05:00,29.76348844,31.36203835,29.64930561,31.0194931,1746521,0,0
2000-11-27 00:00:00-05:00,31.01950242,31.6284723,30.44859133,30.75307465,2995495,0,0
2000-11-28 00:00:00-05:00,30.7530714,32.12325917,30.71501262,30.86725426,3540155,0,0
2000-11-29 00:00:00-05:00,31.43816564,32.88447425,31.09562032,32.80835342,4385107,0,0
2000-11-30 00:00:00-05:00,32.27550429,32.38968716,30.82919555,31.78071404,4962620,0,0
2000-12-01 00:00:00-05:00,32.23743484,33.30313259,32.12325201,32.27549362,3628649,0,0
2000-12-04 00:00:00-05:00,31.70458991,32.31356297,30.75307153,31.05755806,2895118,0,0
2000-12-05 00:00:00-05:00,32.12326635,33.91212065,32.00908347,33.53151321,5472331,0,0
2000-12-06 00:00:00-05:00,33.64569019,34.67332944,31.66653252,31.66653252,4366933,0,0
2000-12-07 00:00:00-05:00,31.97102302,33.41732861,31.28592902,32.88447952,3059942,0,0
2000-12-08 00:00:00-05:00,34.33079125,36.46219101,34.17854632,36.19576645,4409991,0,0
2000-12-11 00:00:00-05:00,35.70096651,36.11963589,34.71138936,35.16811752,3181289,0,0
2000-12-12 00:00:00-05:00,35.54873388,35.7390376,34.71139815,34.86363983,2134187,0,0
2000-12-13 00:00:00-05:00,36.00545466,36.15769955,35.20618114,35.43454361,4095581,0,0
2000-12-14 00:00:00-05:00,35.47260369,36.30993919,35.35842083,36.08157349,4246844,0,0
2000-12-15 00:00:00-05:00,36.08157451,36.34799901,33.18896057,34.63526917,6050963,0,0
2000-12-18 00:00:00-05:00,34.63528204,35.47261788,34.29273335,34.71140289,3403431,0,0
2000-12-19 00:00:00-05:00,34.71139952,36.46219187,34.59721663,34.74945831,3278590,0,0
2000-12-20 00:00:00-05:00,33.26508552,33.30314431,30.79113741,31.97102165,4698678,0,0
2000-12-21 00:00:00-05:00,31.97101492,32.78931936,30.37246158,31.2859211,4023724,0,0
2000-12-22 00:00:00-05:00,31.13369183,33.95018936,31.09563302,33.30315399,2558759,0,0
2000-12-26 00:00:00-05:00,33.34120126,33.60762575,32.27550005,32.57998657,1579041,0,0
2000-12-27 00:00:00-05:00,32.61804918,34.10241654,32.61804918,34.06435776,3748457,0,0
2000-12-28 00:00:00-05:00,33.87406209,34.33079366,33.11285038,33.6837616,1763297,0,0
2000-12-29 00:00:00-05:00,33.72181685,34.36884884,32.65611538,33.34120941,2069320,0,0
2001-01-02 00:00:00-05:00,32.80835769,32.80835769,29.87767807,30.9814415,2261684,0,0
2001-01-03 00:00:00-05:00,29.91572736,34.40689348,28.96420925,34.17852783,4502678,0,0
